,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,2021-08-21,Sat,Matchweek 6,Home,L 1–2,Leeds United,West Ham,N,"On matchday squad, but did not play",/en/matches/6e228b2c/Leeds-United-West-Ham-United-September-25-2021-Premier-League,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2021-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2021-08-21,Sat,Matchweek 8,Away,L 0–1,Leeds United,Southampton,N,"On matchday squad, but did not play",/en/matches/8bde822c/Southampton-Leeds-United-October-16-2021-Premier-League,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2021-08-21,Sat,Matchweek 9,Home,D 1–1,Leeds United,Wolves,N,"On matchday squad, but did not play",/en/matches/49b3afe3/Leeds-United-Wolverhampton-Wanderers-October-23-2021-Premier-League,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2021-08-21,Sun,Matchweek 10,Away,W 2–1,Leeds United,Norwich City,N,CM,20,0,0,0,0,0,0,1,0,16,0,0,0,0.0,0.0,0.0,0,0,11,13,84.6,1,3,0,2,0,/en/matches/52daf8d4/Norwich-City-Leeds-United-October-31-2021-Premier-League
5,2021-08-21,Sun,Matchweek 11,Home,D 1–1,Leeds United,Leicester City,N,"On matchday squad, but did not play",/en/matches/8fd004c6/Leeds-United-Leicester-City-November-7-2021-Premier-League,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2021-08-21,Sun,Matchweek 12,Away,L 1–2,Leeds United,Tottenham,N,"On matchday squad, but did not play",/en/matches/a74a684e/Tottenham-Hotspur-Leeds-United-November-21-2021-Premier-League,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2021-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2021-08-21,Sat,Matchweek 16,Away,L 2–3,Leeds United,Chelsea,N,"On matchday squad, but did not play",/en/matches/6ad3036b/Chelsea-Leeds-United-December-11-2021-Premier-League,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2021-08-21,Tue,Matchweek 17,Away,L 0–7,Leeds United,Manchester City,N,RB,18,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,1,0,6,8,75.0,1,5,1,0,0,/en/matches/5730a84c/Manchester-City-Leeds-United-December-14-2021-Premier-League
10,2021-08-21,Sat,Matchweek 18,Home,L 1–4,Leeds United,Arsenal,Y,RB,90,0,0,0,0,0,0,0,0,77,4,1,0,0.0,0.0,0.0,1,0,45,61,73.8,4,29,2,2,2,/en/matches/53b542d8/Leeds-United-Arsenal-December-18-2021-Premier-League
