,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
0,2021-08-15,Sat,Matchweek 3,Home,D 2–2,West Ham,Crystal Palace,N,"On matchday squad, but did not play",/en/matches/8e017435/West-Ham-United-Crystal-Palace-August-28-2021-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
1,2021-08-15,Sat,Matchweek 4,Away,D 0–0,West Ham,Southampton,N,"On matchday squad, but did not play",/en/matches/ddff1858/Southampton-West-Ham-United-September-11-2021-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
2,2021-08-15,Sun,Matchweek 5,Home,L 1–2,West Ham,Manchester Utd,N,"On matchday squad, but did not play",/en/matches/2daea068/West-Ham-United-Manchester-United-September-19-2021-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
3,2021-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2021-08-15,Sun,Matchweek 11,Home,W 3–2,West Ham,Liverpool,N,"On matchday squad, but did not play",/en/matches/63538dc7/West-Ham-United-Liverpool-November-7-2021-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
5,2021-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2021-08-15,Sun,Matchweek 19,Home,L 2–3,West Ham,Southampton,N,"On matchday squad, but did not play",/en/matches/36a056cf/West-Ham-United-Southampton-December-26-2021-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
7,2021-08-15,Tue,Matchweek 20,Away,W 4–1,West Ham,Watford,N,"On matchday squad, but did not play",/en/matches/b56fd899/Watford-West-Ham-United-December-28-2021-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
8,2021-08-15,Sat,Matchweek 21,Away,W 3–2,West Ham,Crystal Palace,N,"On matchday squad, but did not play",/en/matches/b0b5cba6/Crystal-Palace-West-Ham-United-January-1-2022-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
9,2021-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2021-08-15,Sun,Matchweek 22,Home,L 2–3,West Ham,Leeds United,N,"On matchday squad, but did not play",/en/matches/62c16969/West-Ham-United-Leeds-United-January-16-2022-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
11,2021-08-15,Sat,Matchweek 23,Away,L 0–1,West Ham,Manchester Utd,N,RB,21,2,6,33.3,25,25,2,3,66.7,0,1,0.0,0,1,0.0,0,0.0,0.0,0,1,0,0,0,/en/matches/7c23f694/Manchester-United-West-Ham-United-January-22-2022-Premier-League
12,2021-08-15,Tue,Matchweek 24,Home,W 1–0,West Ham,Watford,N,"On matchday squad, but did not play",/en/matches/3778ac3f/West-Ham-United-Watford-February-8-2022-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
13,2021-08-15,Sun,Matchweek 25,Away,D 2–2,West Ham,Leicester City,N,RB,24,7,10,70.0,101,56,3,5,60.0,4,5,80.0,0,0,,0,0.0,0.0,0,0,0,0,0,/en/matches/c2c20295/Leicester-City-West-Ham-United-February-13-2022-Premier-League
14,2021-08-15,Sat,Matchweek 26,Home,D 1–1,West Ham,Newcastle Utd,Y,RB,45,10,18,55.6,165,86,5,7,71.4,5,9,55.6,0,0,,0,0.0,0.0,1,0,1,0,2,/en/matches/4e263347/West-Ham-United-Newcastle-United-February-19-2022-Premier-League
15,2021-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2021-08-15,Sat,Matchweek 28,Away,L 0–1,West Ham,Liverpool,N,"On matchday squad, but did not play",/en/matches/bc1944c3/Liverpool-West-Ham-United-March-5-2022-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
17,2021-08-15,Sun,Matchweek 29,Home,W 2–1,West Ham,Aston Villa,N,RB,34,7,10,70.0,88,23,4,5,80.0,3,5,60.0,0,0,,0,0.0,0.0,0,1,0,0,1,/en/matches/81f2f022/West-Ham-United-Aston-Villa-March-13-2022-Premier-League
18,2021-08-15,Sun,Matchweek 30,Away,L 1–3,West Ham,Tottenham,N,"On matchday squad, but did not play",/en/matches/5fb752fa/Tottenham-Hotspur-West-Ham-United-March-20-2022-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
19,2021-08-15,Sun,Matchweek 31,Home,W 2–1,West Ham,Everton,Y,RB,90,33,43,76.7,533,153,17,21,81.0,13,15,86.7,3,5,60.0,0,0.1,0.0,1,0,1,1,1,/en/matches/b22e54c4/West-Ham-United-Everton-April-3-2022-Premier-League
20,2021-08-15,Sun,Matchweek 32,Away,L 0–2,West Ham,Brentford,N,"On matchday squad, but did not play",/en/matches/6bb36736/Brentford-West-Ham-United-April-10-2022-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
21,2021-08-15,Sun,Matchweek 33,Home,D 1–1,West Ham,Burnley,N,"On matchday squad, but did not play",/en/matches/f3a245c8/West-Ham-United-Burnley-April-17-2022-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
22,2021-08-15,Sun,Matchweek 34,Away,L 0–1,West Ham,Chelsea,N,"On matchday squad, but did not play",/en/matches/cfcd90ed/Chelsea-West-Ham-United-April-24-2022-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
23,2021-08-15,Sun,Matchweek 35,Home,L 1–2,West Ham,Arsenal,Y,LB,90,52,61,85.2,554,122,41,44,93.2,7,11,63.6,0,0,,0,0.0,0.0,0,0,0,0,2,/en/matches/5290c2da/West-Ham-United-Arsenal-May-1-2022-Premier-League
24,2021-08-15,Sun,Matchweek 36,Away,W 4–0,West Ham,Norwich City,N,"On matchday squad, but did not play",/en/matches/a370b8d5/Norwich-City-West-Ham-United-May-8-2022-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
25,2021-08-15,Sun,Matchweek 37,Home,D 2–2,West Ham,Manchester City,N,"On matchday squad, but did not play",/en/matches/f94c5f85/West-Ham-United-Manchester-City-May-15-2022-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
