,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form
0,0,2019-08-10,Sat,Premier League,Matchweek 1,Away,D 0–0,Everton,Crystal Palace,Y,CB,90,0,0,0,0,0,0,0,0,93.0,2.0,4,1.0,0.0,0.0,0.0,0.0,0.0,69.0,80.0,86.3,8.0,52.0,0.0,0.0,0.0,/en/matches/a802f51e/Crystal-Palace-Everton-August-10-2019-Premier-League,0.5,0.5
1,1,2019-08-17,Sat,Premier League,Matchweek 2,Home,W 1–0,Everton,Watford,Y,CB,90,0,0,0,0,0,0,0,0,50.0,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,27.0,35.0,77.1,5.0,22.0,0.0,0.0,0.0,/en/matches/f35c8c3a/Everton-Watford-August-17-2019-Premier-League,1.0,0.5
2,2,2019-08-23,Fri,Premier League,Matchweek 3,Away,L 0–2,Everton,Aston Villa,Y,CB,90,0,0,0,0,0,0,0,0,65.0,1.0,0,0.0,0.0,0.0,0.1,2.0,0.0,47.0,58.0,81.0,5.0,42.0,1.0,0.0,0.0,/en/matches/3e805eff/Aston-Villa-Everton-August-23-2019-Premier-League,0.0,0.5
3,3,2019-08-28,Wed,EFL Cup,Second round,Away,W 4–2,Everton,Lincoln City,Y,CB,90,0,0,0,0,4,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/7824c81a/Lincoln-City-Everton-August-28-2019-EFL-Cup,1.0,0.5
4,4,2019-09-01,Sun,Premier League,Matchweek 4,Home,W 3–2,Everton,Wolves,Y,CB,90,0,0,0,0,1,0,0,0,61.0,0.0,2,2.0,0.1,0.1,0.0,0.0,0.0,37.0,45.0,82.2,3.0,28.0,0.0,0.0,0.0,/en/matches/70303b7b/Everton-Wolverhampton-Wanderers-September-1-2019-Premier-League,1.0,0.6666666666666666
5,5,2019-09-07,Sat,UEFA Euro Qualifying,Group stage,Home,W 4–0,eng England,bg Bulgaria,Y,CB,90,0,0,0,0,1,0,1,0,,,0,,,,,,,,,,,,,,,/en/matches/4cc4d888/England-Bulgaria-September-7-2019-UEFA-Euro-Qualifying,1.0,0.6666666666666666
6,6,2019-09-10,Tue,UEFA Euro Qualifying,Group stage,Home,W 5–3,eng England,xk Kosovo,Y,CB,90,0,1,0,0,3,0,0,0,,,3,,,,,,,,,,,,,,,/en/matches/78de671a/England-Kosovo-September-10-2019-UEFA-Euro-Qualifying,1.0,1.0
7,7,2019-09-15,Sun,Premier League,Matchweek 5,Away,L 1–3,Everton,Bournemouth,Y,CB,90,0,0,0,0,0,0,0,0,66.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,42.0,57.0,73.7,3.0,39.0,0.0,0.0,0.0,/en/matches/886c59ae/Bournemouth-Everton-September-15-2019-Premier-League,0.0,1.0
8,8,2019-09-21,Sat,Premier League,Matchweek 6,Home,L 0–2,Everton,Sheffield Utd,Y,CB,90,0,0,0,0,0,0,0,0,68.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,56.0,65.0,86.2,5.0,47.0,1.0,0.0,0.0,/en/matches/707ee0eb/Everton-Sheffield-United-September-21-2019-Premier-League,0.0,0.6666666666666666
9,9,2019-09-28,Sat,Premier League,Matchweek 7,Home,L 1–3,Everton,Manchester City,Y,CB,90,0,0,0,0,0,0,0,0,52.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,39.0,48.0,81.3,1.0,37.0,0.0,0.0,0.0,/en/matches/1b9f4fc3/Everton-Manchester-City-September-28-2019-Premier-League,0.0,0.3333333333333333
10,10,2019-10-05,Sat,Premier League,Matchweek 8,Away,L 0–1,Everton,Burnley,Y,CB,90,0,0,0,0,2,0,0,0,78.0,2.0,2,0.0,0.5,0.5,0.0,0.0,0.0,56.0,69.0,81.2,4.0,46.0,0.0,0.0,0.0,/en/matches/2f9439d0/Burnley-Everton-October-5-2019-Premier-League,0.0,0.0
11,11,2019-10-11,Fri,UEFA Euro Qualifying,Group stage,Away,L 1–2,eng England,cz Czech Republic,Y,CB,90,0,0,0,0,1,0,0,0,,,2,,,,,,,,,,,,,,,/en/matches/72565914/Czech-Republic-England-October-11-2019-UEFA-Euro-Qualifying,0.0,0.0
12,12,2019-10-19,Sat,Premier League,Matchweek 9,Home,W 2–0,Everton,West Ham,Y,CB,90,0,0,0,0,1,1,0,0,50.0,2.0,2,0.0,0.1,0.1,0.0,0.0,0.0,31.0,42.0,73.8,4.0,23.0,0.0,0.0,0.0,/en/matches/0fa45675/Everton-West-Ham-United-October-19-2019-Premier-League,1.0,0.0
13,13,2019-10-26,Sat,Premier League,Matchweek 10,Away,L 2–3,Everton,Brighton,Y,CB,90,0,0,0,0,0,0,0,0,52.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,37.0,45.0,82.2,0.0,35.0,0.0,0.0,0.0,/en/matches/f728ceea/Brighton-and-Hove-Albion-Everton-October-26-2019-Premier-League,0.0,0.3333333333333333
14,14,2019-10-29,Tue,EFL Cup,Fourth round,Home,W 2–0,Everton,Watford,N,,50,0,0,0,0,1,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/bd7203ba/Everton-Watford-October-29-2019-EFL-Cup,1.0,0.3333333333333333
15,15,2019-11-09,Sat,Premier League,Matchweek 12,Away,W 2–1,Everton,Southampton,N,CB,2,0,0,0,0,0,0,0,0,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,/en/matches/553c5b11/Southampton-Everton-November-9-2019-Premier-League,1.0,0.6666666666666666
16,16,2019-12-01,Sun,Premier League,Matchweek 14,Away,L 1–2,Everton,Leicester City,Y,CB,90,0,0,0,0,1,1,0,0,33.0,4.0,1,2.0,0.1,0.1,0.0,0.0,0.0,15.0,21.0,71.4,1.0,14.0,0.0,0.0,0.0,/en/matches/aa2284c2/Leicester-City-Everton-December-1-2019-Premier-League,0.0,0.6666666666666666
