,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,Mon,PL2 — Div. 1,Matchweek 1,Away,W 7–1,Chelsea,Wolverhampton Wanderers,Y,LM,82,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
1,Mon,PL2 — Div. 1,Matchweek 2,Home,L 0–3,Chelsea,Fulham,N,,24,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
2,Sat,PL2 — Div. 1,Matchweek 3,Away,L 1–4,Chelsea,Arsenal,Y,LM,67,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
3,Fri,PL2 — Div. 1,Matchweek 4,Home,D 2–2,Chelsea,Manchester City,N,,23,1,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,Match Report
4,Sat,PL2 — Div. 1,Matchweek 5,Away,W 2–0,Chelsea,Everton,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
5,Sat,PL2 — Div. 1,Matchweek 7,Away,D 3–3,Chelsea,Crystal Palace,Y,CM,76,1,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,Match Report
6,Sat,PL2 — Div. 1,Matchweek 8,Home,D 2–2,Chelsea,Leicester City,Y,DM,77,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
7,Sat,PL2 — Div. 1,Matchweek 9,Away,W 1–0,Chelsea,West Ham United,Y,CB,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
8,Sat,PL2 — Div. 1,Matchweek 10,Home,D 3–3,Chelsea,Manchester Utd,Y,CB,90,1,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
9,Sat,PL2 — Div. 1,Matchweek 11,Home,W 3–0,Chelsea,Blackburn Rovers,Y,DM,73,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
10,Sun,PL2 — Div. 1,Matchweek 12,Away,D 2–2,Chelsea,Brighton,Y,DM,90,0,1,0,0,,,1,0,,,,,,,,,,,,,,,,,,Match Report
11,Sun,Premier League,Matchweek 15,Home,L 0–1,Chelsea,Arsenal,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Wed,EFL Cup,Third round,Away,L 0–2,Chelsea,Manchester City,Y,LM,74,0,0,0,0,2,2,0,0,,,1,,,,,,,,,,,,,,,Match Report
13,Sat,Premier League,Matchweek 16,Away,L 0–1,Chelsea,Newcastle Utd,Y,"WB,LB",72,0,0,0,0,0,0,0,0,39,1,3,0,0.0,0.0,0.1,2,0,20,29,69.0,0,23,2,5,2,Match Report
14,Tue,Premier League,Matchweek 17,Home,W 2–0,Chelsea,Bournemouth,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Sun,Premier League,Matchweek 18,Away,D 1–1,Chelsea,Nott'ham Forest,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Thu,Premier League,Matchweek 19,Home,L 0–1,Chelsea,Manchester City,N,LB,23,0,0,0,0,1,0,0,0,34,2,1,0,0.0,0.0,0.1,2,0,25,28,89.3,0,23,2,1,0,Match Report
