,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report
0,2020-01-18,Sat,Matchweek 25,Away,D 0–0,Norwich City,Newcastle Utd,Y,"RW,DM",88,43,0,7,18,19,4,43,1,1,100.0,0,0.0,25,122,39,0,1,0,3,3,29,7,/en/matches/eef415ec/Newcastle-United-Norwich-City-February-1-2020-Premier-League
1,2020-01-18,Sat,Matchweek 26,Home,L 0–1,Norwich City,Liverpool,Y,RW,82,31,5,18,6,7,2,31,0,0,,0,,15,36,19,1,0,1,2,3,16,3,/en/matches/9c238122/Norwich-City-Liverpool-February-15-2020-Premier-League
2,2020-01-18,Sun,Matchweek 27,Away,L 0–3,Norwich City,Wolves,Y,RW,58,31,0,4,25,2,0,31,3,2,66.7,1,33.3,19,33,18,0,0,0,0,1,19,3,/en/matches/09ec6552/Wolverhampton-Wanderers-Norwich-City-February-23-2020-Premier-League
3,2020-01-18,Fri,Matchweek 28,Home,W 1–0,Norwich City,Leicester City,N,LW,23,12,1,4,5,3,0,12,1,1,100.0,0,0.0,8,58,0,0,0,0,1,2,4,0,/en/matches/8edf3e12/Norwich-City-Leicester-City-February-28-2020-Premier-League
4,2020-01-18,Sat,Matchweek 29,Away,L 0–1,Norwich City,Sheffield Utd,N,"On matchday squad, but did not play",/en/matches/fcdf913d/Sheffield-United-Norwich-City-March-7-2020-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
5,2020-01-18,Fri,Matchweek 30,Home,L 0–3,Norwich City,Southampton,N,"On matchday squad, but did not play",/en/matches/d659cbdf/Norwich-City-Southampton-June-19-2020-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
6,2020-01-18,Wed,Matchweek 31,Home,L 0–1,Norwich City,Everton,Y,RW,70,40,4,8,23,9,2,40,1,0,0.0,1,100.0,22,88,16,0,1,0,1,4,26,1,/en/matches/49724d90/Norwich-City-Everton-June-24-2020-Premier-League
7,2020-01-18,Wed,Matchweek 32,Away,L 0–4,Norwich City,Arsenal,Y,CM,74,44,2,9,23,13,0,44,0,0,,0,,28,132,66,2,2,0,0,1,32,1,/en/matches/cb52b4c8/Arsenal-Norwich-City-July-1-2020-Premier-League
8,2020-01-18,Sat,Matchweek 33,Home,L 0–1,Norwich City,Brighton,N,"On matchday squad, but did not play",/en/matches/aa3a3540/Norwich-City-Brighton-and-Hove-Albion-July-4-2020-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
9,2020-01-18,Tue,Matchweek 34,Away,L 1–2,Norwich City,Watford,N,"On matchday squad, but did not play",/en/matches/7e51a0cb/Watford-Norwich-City-July-7-2020-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
10,2020-01-18,Sat,Matchweek 35,Home,L 0–4,Norwich City,West Ham,N,LW,21,14,0,2,7,5,0,14,0,0,,0,,5,41,9,0,1,0,1,0,10,0,/en/matches/1f633005/Norwich-City-West-Ham-United-July-11-2020-Premier-League
11,2020-01-18,Tue,Matchweek 36,Away,L 0–1,Norwich City,Chelsea,Y,"CM,DM",88,38,2,11,21,6,0,38,0,0,,0,,18,69,25,0,0,0,5,1,21,2,/en/matches/88d08b7b/Chelsea-Norwich-City-July-14-2020-Premier-League
12,2020-01-18,Sat,Matchweek 37,Home,L 0–2,Norwich City,Burnley,N,RM,15,7,2,5,2,0,0,7,0,0,,0,,4,27,4,0,0,0,0,1,4,0,/en/matches/9594e0b4/Norwich-City-Burnley-July-18-2020-Premier-League
13,2020-01-18,Sun,Matchweek 38,Away,L 0–5,Norwich City,Manchester City,Y,DM,90,41,5,13,21,7,2,41,0,0,,0,,19,41,5,0,0,0,2,2,20,0,/en/matches/9099d1e5/Manchester-City-Norwich-City-July-26-2020-Premier-League
