,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
10,2023-01-28,Sat,FA Cup,Fourth round proper,Away,W 3–0,Tottenham,Preston,N,,6,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/e05c81ee/Preston-North-End-Tottenham-Hotspur-January-28-2023-FA-Cup
11,2023-02-05,Sun,La Liga,Matchweek 20,Away,L 0–3,Sevilla,Barcelona,N,LM,45,0,0,0,0,0,0,0,0,19,2,0,0,0.0,0.0,0.0,0,0,7,13,53.8,0,9,0,2,1,/en/matches/1ccc0d2c/Barcelona-Sevilla-February-5-2023-La-Liga
12,2023-02-11,Sat,La Liga,Matchweek 21,Home,W 2–0,Sevilla,Mallorca,Y,"WB,AM",90,1,0,0,0,2,1,1,0,76,1,0,2,1.0,1.0,0.1,3,0,48,62,77.4,6,49,5,6,3,/en/matches/0792ae6b/Sevilla-Mallorca-February-11-2023-La-Liga
13,2023-02-16,Thu,Europa Lg,Knockout round play-offs,Home,W 3–0,es Sevilla,nl PSV Eindhoven,Y,AM,45,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.0,1,0,17,25,68.0,3,22,2,4,2,/en/matches/5e724386/Sevilla-PSV-Eindhoven-February-16-2023-Europa-League
14,2023-02-19,Sun,La Liga,Matchweek 22,Away,D 1–1,Sevilla,Rayo Vallecano,N,LB,28,0,0,0,0,1,0,0,0,16,0,0,0,0.0,0.0,0.0,0,0,10,12,83.3,0,9,1,0,0,/en/matches/bf5f27cd/Rayo-Vallecano-Sevilla-February-19-2023-La-Liga
15,2023-02-23,Thu,Europa Lg,Knockout round play-offs,Away,L 0–2,es Sevilla,nl PSV Eindhoven,Y,AM,85,0,0,0,0,3,0,0,0,51,3,3,0,0.1,0.1,0.3,5,0,29,33,87.9,5,33,4,7,3,/en/matches/a4cd0f99/PSV-Eindhoven-Sevilla-February-23-2023-Europa-League
16,2023-02-26,Sun,La Liga,Matchweek 23,Home,L 2–3,Sevilla,Osasuna,Y,"WB,AM",56,0,0,0,0,0,0,0,0,53,2,1,1,0.0,0.0,0.0,4,0,34,42,81.0,1,26,1,2,0,/en/matches/19bec97a/Sevilla-Osasuna-February-26-2023-La-Liga
17,2023-03-04,Sat,La Liga,Matchweek 24,Away,L 1–6,Sevilla,Atlético Madrid,N,"FW,LW",13,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,4,5,80.0,1,5,0,1,0,/en/matches/7bfcaa51/Atletico-Madrid-Sevilla-March-4-2023-La-Liga
18,2023-03-09,Thu,Europa Lg,Round of 16,Home,W 2–0,es Sevilla,tr Fenerbahçe,Y,AM,69,0,0,0,0,0,0,1,0,37,0,0,1,0.0,0.0,0.0,1,0,27,33,81.8,4,28,2,2,1,/en/matches/32b1570a/Sevilla-Fenerbahce-March-9-2023-Europa-League
19,2023-03-12,Sun,La Liga,Matchweek 25,Home,W 2–1,Sevilla,Almería,N,WB,39,0,1,0,0,2,0,0,0,25,1,1,0,0.4,0.4,0.1,1,1,13,19,68.4,1,18,2,2,2,/en/matches/c3d888f5/Sevilla-Almeria-March-12-2023-La-Liga
20,2023-03-19,Sun,La Liga,Matchweek 26,Away,L 0–2,Sevilla,Getafe,Y,LM,54,0,0,0,0,1,1,0,0,24,0,0,0,0.1,0.1,0.0,1,0,14,17,82.4,0,16,2,0,0,/en/matches/d233dd60/Getafe-Sevilla-March-19-2023-La-Liga
21,2023-04-01,Sat,La Liga,Matchweek 27,Away,W 2–0,Sevilla,Cádiz,Y,LW,75,0,1,0,0,0,0,1,0,34,0,1,2,0.0,0.0,0.4,3,1,17,22,77.3,2,26,4,4,2,/en/matches/b57113f8/Cadiz-Sevilla-April-1-2023-La-Liga
22,2023-04-07,Fri,La Liga,Matchweek 28,Home,D 2–2,Sevilla,Celta Vigo,Y,"LM,LW",77,0,0,0,0,2,0,0,0,31,3,0,0,0.1,0.1,0.0,2,1,13,21,61.9,2,19,1,0,0,/en/matches/a10d32b8/Sevilla-Celta-Vigo-April-7-2023-La-Liga
23,2023-04-16,Sun,La Liga,Matchweek 29,Away,W 2–0,Sevilla,Valencia,Y,LW,89,0,0,0,0,0,0,0,0,39,4,1,1,0.0,0.0,0.0,0,0,18,25,72.0,1,29,3,5,1,/en/matches/722dabd5/Valencia-Sevilla-April-16-2023-La-Liga
24,2023-04-20,Thu,Europa Lg,Quarter-finals,Home,W 3–0,es Sevilla,eng Manchester Utd,N,LW,11,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,1,0,3,4,75.0,1,5,2,0,0,/en/matches/d76a64a2/Sevilla-Manchester-United-April-20-2023-Europa-League
25,2023-04-23,Sun,La Liga,Matchweek 30,Home,W 2–1,Sevilla,Villarreal,Y,LW,57,0,0,0,0,2,0,0,0,29,4,0,0,0.1,0.1,0.0,0,0,15,16,93.8,0,20,0,2,0,/en/matches/6a46394b/Sevilla-Villarreal-April-23-2023-La-Liga
26,2023-04-27,Thu,La Liga,Matchweek 31,Away,W 1–0,Sevilla,Athletic Club,N,LW,45,0,0,0,0,1,0,0,0,31,1,2,2,0.1,0.1,0.0,1,0,13,19,68.4,1,13,2,5,2,/en/matches/ab718d01/Athletic-Club-Sevilla-April-27-2023-La-Liga
27,2023-05-01,Mon,La Liga,Matchweek 32,Home,L 0–2,Sevilla,Girona,Y,LW,81,0,0,0,0,4,1,0,0,43,2,1,2,0.7,0.7,0.0,4,0,26,32,81.3,1,34,2,2,0,/en/matches/fb47fe18/Sevilla-Girona-May-1-2023-La-Liga
28,2023-05-04,Thu,La Liga,Matchweek 33,Home,W 3–2,Sevilla,Espanyol,Y,LW,75,1,0,0,0,1,1,1,0,48,1,1,0,0.5,0.5,0.0,3,0,34,40,85.0,3,36,2,6,5,/en/matches/87136a5b/Sevilla-Espanyol-May-4-2023-La-Liga
29,2023-05-11,Thu,Europa Lg,Semi-finals,Away,D 1–1,es Sevilla,it Juventus,Y,LW,80,0,0,0,0,0,0,1,0,27,0,0,0,0.0,0.0,0.0,0,0,13,19,68.4,1,21,1,2,0,/en/matches/764d8a90/Juventus-Sevilla-May-11-2023-Europa-League
30,2023-05-18,Thu,Europa Lg,Semi-finals,Home,W 2–1,es Sevilla,it Juventus,Y,LW,99,0,1,0,0,3,2,0,0,50,3,1,1,0.2,0.2,0.1,5,1,26,33,78.8,2,40,5,7,1,/en/matches/61b7a47e/Sevilla-Juventus-May-18-2023-Europa-League
31,2023-05-21,Sun,La Liga,Matchweek 35,Home,D 0–0,Sevilla,Betis,N,LW,20,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,0,0,4,7,57.1,1,7,0,5,2,/en/matches/f2034421/Sevilla-Real-Betis-May-21-2023-La-Liga
32,2023-05-24,Wed,La Liga,Matchweek 36,Away,D 1–1,Sevilla,Elche,N,LM,13,0,0,0,0,0,0,1,0,6,0,0,0,0.0,0.0,0.0,0,0,1,4,25.0,0,5,2,1,0,/en/matches/b5585ff8/Elche-Sevilla-May-24-2023-La-Liga
33,2023-05-27,Sat,La Liga,Matchweek 37,Home,L 1–2,Sevilla,Real Madrid,Y,LW,61,0,0,0,0,1,0,0,0,22,1,0,0,0.0,0.0,0.0,3,1,13,18,72.2,2,18,1,2,1,/en/matches/e7ddd0e2/Sevilla-Real-Madrid-May-27-2023-La-Liga
34,2023-05-31,Wed,Europa Lg,Final,Neutral,D 1 (4)–1 (1),es Sevilla,it Roma,Y,LW,45,0,0,0,0,0,0,0,0,16,2,1,1,0.0,0.0,0.0,0,0,8,11,72.7,0,16,1,3,2,/en/matches/ac86bb5f/Sevilla-Roma-May-31-2023-Europa-League
