,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,2021-08-15,Sun,PL2 — Div. 1,Matchweek 1,Home,D 0–0,Liverpool,Manchester City,Y,CM,90,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/fd15e3d3/Liverpool-U23-Manchester-City-U23-August-15-2021-Premier-League-2----Division-1
1,2021-08-23,Mon,PL2 — Div. 1,Matchweek 2,Away,W 3–1,Liverpool,Everton,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/f106a9e8/Everton-U23-Liverpool-U23-August-23-2021-Premier-League-2----Division-1
2,2021-08-28,Sat,PL2 — Div. 1,Matchweek 3,Home,D 1–1,Liverpool,Brighton,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/a2416ec3/Liverpool-U23-Brighton-and-Hove-Albion-U23-August-28-2021-Premier-League-2----Division-1
3,2021-09-11,Sat,PL2 — Div. 1,Matchweek 4,Away,L 1–2,Liverpool,Tottenham,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/08c92cad/Tottenham-Hotspur-U23-Liverpool-U23-September-11-2021-Premier-League-2----Division-1
4,2021-09-19,Sun,PL2 — Div. 1,Matchweek 5,Home,L 0–4,Liverpool,Leeds United,Y,CM,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/67b67bb1/Liverpool-U23-Leeds-United-U23-September-19-2021-Premier-League-2----Division-1
5,2021-09-21,Tue,EFL Cup,Third round,Away,W 3–0,Liverpool,Norwich City,N,,45,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/1d32b710/Norwich-City-Liverpool-September-21-2021-EFL-Cup
6,2021-09-24,Fri,PL2 — Div. 1,Matchweek 6,Away,L 3–4,Liverpool,Chelsea,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/43e407ee/Chelsea-U23-Liverpool-U23-September-24-2021-Premier-League-2----Division-1
7,2021-10-02,Sat,PL2 — Div. 1,Matchweek 7,Away,L 0–3,Liverpool,Manchester Utd,Y,CM,90,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/b46e3670/Manchester-United-U23-Liverpool-U23-October-2-2021-Premier-League-2----Division-1
8,2021-10-16,Sat,PL2 — Div. 1,Matchweek 8,Home,W 3–0,Liverpool,Arsenal,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/5b8e413b/Liverpool-U23-Arsenal-U23-October-16-2021-Premier-League-2----Division-1
9,2021-10-27,Wed,EFL Cup,Fourth round,Away,W 2–0,Liverpool,Preston,Y,CM,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/54dca3c9/Preston-North-End-Liverpool-October-27-2021-EFL-Cup
10,2021-11-20,Sat,Premier League,Matchweek 12,Home,W 4–0,Liverpool,Arsenal,N,RM,7,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,7,8,87.5,0,7,0,0,0,/en/matches/e9ea66e1/Liverpool-Arsenal-November-20-2021-Premier-League
11,2021-11-24,Wed,Champions Lg,Group stage,Home,W 2–0,eng Liverpool,pt Porto,Y,CM,90,0,0,0,0,0,0,0,0,52,2,2,0,0.0,0.0,0.0,1,0,34,41,82.9,4,25,0,2,1,/en/matches/a8898813/Liverpool-Porto-November-24-2021-Champions-League
12,2021-11-28,Sun,PL2 — Div. 1,Matchweek 13,Home,W 3–0,Liverpool,Leicester City,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/7435cbd7/Liverpool-U23-Leicester-City-U23-November-28-2021-Premier-League-2----Division-1
13,2021-12-03,Fri,PL2 — Div. 1,Matchweek 14,Away,L 0–3,Liverpool,Brighton,Y,DM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/1c8f1b08/Brighton-and-Hove-Albion-U23-Liverpool-U23-December-3-2021-Premier-League-2----Division-1
