,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,2023-08-12,Sat,Premier League,Matchweek 1,Away,W 1–0,Fulham,Everton,Y,CM,90,0,0,0,0,1,0,0,0,70,1,1,1,0.0,0.0,0.1,1,0,60,67,89.6,4,57,0,0,0,/en/matches/15addfc7/Everton-Fulham-August-12-2023-Premier-League
1,2023-08-19,Sat,Premier League,Matchweek 2,Home,L 0–3,Fulham,Brentford,Y,CM,90,0,0,0,0,0,0,0,0,64,1,0,0,0.0,0.0,0.0,1,0,55,59,93.2,4,49,2,3,3,/en/matches/46be83af/Fulham-Brentford-August-19-2023-Premier-League
2,2023-08-26,Sat,Premier League,Matchweek 3,Away,D 2–2,Fulham,Arsenal,Y,RM,69,0,0,0,0,1,0,1,0,22,2,1,0,0.0,0.0,0.0,2,0,12,14,85.7,2,4,0,1,0,/en/matches/d8f8f8ad/Arsenal-Fulham-August-26-2023-Premier-League
3,2023-10-02,Mon,Premier League,Matchweek 7,Home,L 0–2,Fulham,Chelsea,N,LM,16,0,0,0,0,1,1,0,0,14,1,1,0,0.6,0.6,0.0,2,0,10,10,100.0,1,8,1,0,0,/en/matches/c9787e60/Fulham-Chelsea-October-2-2023-Premier-League
4,2023-10-14,Sat,Euro Qualifying,Group stage,Away,L 1–2,rs Serbia,hu Hungary,Y,CM,83,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/68e53e40/Hungary-Serbia-October-14-2023-Euro-Qualifying
5,2023-10-17,Tue,Euro Qualifying,Group stage,Home,W 3–1,rs Serbia,me Montenegro,Y,AM,78,0,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/0c57ff53/Serbia-Montenegro-October-17-2023-Euro-Qualifying
6,2023-10-23,Mon,Premier League,Matchweek 9,Away,L 0–2,Fulham,Tottenham,Y,DM,71,0,0,0,0,1,0,0,0,35,0,0,1,0.0,0.0,0.0,0,0,26,31,83.9,1,23,0,0,0,/en/matches/8c6293a3/Tottenham-Hotspur-Fulham-October-23-2023-Premier-League
7,2023-10-29,Sun,Premier League,Matchweek 10,Away,D 1–1,Fulham,Brighton,N,DM,1,0,0,0,0,0,0,0,0,7,2,0,1,0.0,0.0,0.0,0,0,2,3,66.7,0,1,0,0,0,/en/matches/a0c422e9/Brighton-and-Hove-Albion-Fulham-October-29-2023-Premier-League
8,2023-11-01,Wed,EFL Cup,Fourth round,Away,W 3–1,Fulham,Ipswich Town,Y,DM,90,0,0,0,0,1,1,1,0,,,2,,,,,,,,,,,,,,,/en/matches/f5d39bb6/Ipswich-Town-Fulham-November-1-2023-EFL-Cup
9,2023-11-04,Sat,Premier League,Matchweek 11,Home,L 0–1,Fulham,Manchester Utd,N,DM,15,0,0,0,0,0,0,0,0,7,0,0,1,0.0,0.0,0.0,0,0,4,5,80.0,1,3,0,0,0,/en/matches/31273be0/Fulham-Manchester-United-November-4-2023-Premier-League
10,2023-11-15,Wed,Friendlies (M),Friendlies (M),Away,L 0–1,rs Serbia,be Belgium,N,,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/c4e365f3/Belgium-Serbia-November-15-2023-Friendlies-M
