,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
0,2022-08-06,Sat,Matchweek 3,Home,W 1–0,Tottenham,Wolves,N,"On matchday squad, but did not play",/en/matches/5cc3bd0e/Tottenham-Hotspur-Wolverhampton-Wanderers-August-20-2022-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
1,2022-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2022-08-06,Sat,Matchweek 11,Home,W 2–0,Tottenham,Everton,N,FW,1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,/en/matches/e42493f9/Tottenham-Hotspur-Everton-October-15-2022-Premier-League
3,2022-08-06,Wed,Matchweek 12,Away,L 0–2,Tottenham,Manchester Utd,N,AM,9,4,6,66.7,64,31,2,3,66.7,2,3,66.7,0,0,,0,0.0,0.0,0,0,1,0,1,/en/matches/eebe78c1/Manchester-United-Tottenham-Hotspur-October-19-2022-Premier-League
4,2022-08-06,Sun,Matchweek 13,Home,L 1–2,Tottenham,Newcastle Utd,N,AM,25,7,10,70.0,68,20,5,5,100.0,1,3,33.3,0,0,,0,0.0,0.0,0,0,2,0,2,/en/matches/ae21490f/Tottenham-Hotspur-Newcastle-United-October-23-2022-Premier-League
5,2022-08-06,Sat,Matchweek 14,Away,W 3–2,Tottenham,Bournemouth,N,"AM,WB",45,20,27,74.1,286,74,12,15,80.0,8,10,80.0,0,1,0.0,0,0.0,0.1,1,1,1,1,4,/en/matches/dcb3b971/Bournemouth-Tottenham-Hotspur-October-29-2022-Premier-League
6,2022-08-06,Sun,Matchweek 15,Home,L 1–2,Tottenham,Liverpool,N,AM,3,0,3,0.0,0,0,0,2,0.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,/en/matches/2954504d/Tottenham-Hotspur-Liverpool-November-6-2022-Premier-League
7,2022-08-06,Sat,Matchweek 16,Home,W 4–3,Tottenham,Leeds United,N,FW,1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,/en/matches/0030e686/Tottenham-Hotspur-Leeds-United-November-12-2022-Premier-League
8,2022-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2022-08-06,Sat,Matchweek 23,Away,L 1–4,Tottenham,Leicester City,N,"On matchday squad, but did not play",/en/matches/390c7b85/Leicester-City-Tottenham-Hotspur-February-11-2023-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
10,2022-08-06,Sun,Matchweek 24,Home,W 2–0,Tottenham,West Ham,N,AM,1,1,1,100.0,24,24,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,1,/en/matches/aae66d3d/Tottenham-Hotspur-West-Ham-United-February-19-2023-Premier-League
11,2022-08-06,Sun,Matchweek 25,Home,W 2–0,Tottenham,Chelsea,N,"On matchday squad, but did not play",/en/matches/8eff71b5/Tottenham-Hotspur-Chelsea-February-26-2023-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
12,2022-08-06,Sat,Matchweek 26,Away,L 0–1,Tottenham,Wolves,N,"RM,AM",14,6,8,75.0,92,35,3,4,75.0,3,3,100.0,0,0,,0,0.2,0.2,2,0,1,0,1,/en/matches/bf4ac62d/Wolverhampton-Wanderers-Tottenham-Hotspur-March-4-2023-Premier-League
13,2022-08-06,Sat,Matchweek 27,Home,W 3–1,Tottenham,Nott'ham Forest,N,AM,7,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,/en/matches/d065f9cd/Tottenham-Hotspur-Nottingham-Forest-March-11-2023-Premier-League
14,2022-08-06,Sat,Matchweek 28,Away,D 3–3,Tottenham,Southampton,N,"On matchday squad, but did not play",/en/matches/bd9ec55d/Southampton-Tottenham-Hotspur-March-18-2023-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
15,2022-08-06,Mon,Matchweek 29,Away,D 1–1,Tottenham,Everton,N,AM,6,1,3,33.3,8,5,1,3,33.3,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,/en/matches/c00d9a22/Everton-Tottenham-Hotspur-April-3-2023-Premier-League
16,2022-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2022-08-06,Thu,Matchweek 33,Home,D 2–2,Tottenham,Manchester Utd,N,"On matchday squad, but did not play",/en/matches/8c9a5c5c/Tottenham-Hotspur-Manchester-United-April-27-2023-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
18,2022-08-06,Sun,Matchweek 34,Away,L 3–4,Tottenham,Liverpool,N,WB,1,2,4,50.0,42,16,0,1,0.0,2,2,100.0,0,0,,0,0.0,0.0,0,1,0,0,1,/en/matches/e07267b3/Liverpool-Tottenham-Hotspur-April-30-2023-Premier-League
19,2022-08-06,Sat,Matchweek 35,Home,W 1–0,Tottenham,Crystal Palace,N,"On matchday squad, but did not play",/en/matches/0f1e1478/Tottenham-Hotspur-Crystal-Palace-May-6-2023-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
20,2022-08-06,Sat,Matchweek 36,Away,L 1–2,Tottenham,Aston Villa,N,"On matchday squad, but did not play",/en/matches/362514ee/Aston-Villa-Tottenham-Hotspur-May-13-2023-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
21,2022-08-06,Sat,Matchweek 37,Home,L 1–3,Tottenham,Brentford,N,"RM,FW",25,12,16,75.0,142,30,8,8,100.0,3,3,100.0,0,2,0.0,0,0.1,0.1,1,0,0,0,3,/en/matches/28ebbaf2/Tottenham-Hotspur-Brentford-May-20-2023-Premier-League
22,2022-08-06,Sun,Matchweek 38,Away,W 4–1,Tottenham,Leeds United,N,RM,1,2,2,100.0,30,16,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,/en/matches/c9c73ddd/Leeds-United-Tottenham-Hotspur-May-28-2023-Premier-League
