,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-06,Sat,Premier League,Matchweek 1,Away,L 1–4,Southampton,Tottenham,Y,RB,89,0,0,0,0,0,0,0,0,48.0,2.0,1,1.0,0.0,0.0,0.0,1.0,0.0,26.0,35.0,74.3,2.0,23.0,2.0,3.0,2.0,/en/matches/09d8a999/Tottenham-Hotspur-Southampton-August-6-2022-Premier-League,0.0,0.5,0.46875
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2022-08-13,Sat,Premier League,Matchweek 2,Home,D 2–2,Southampton,Leeds United,Y,"WB,RB",90,1,0,0,0,2,1,0,0,50.0,1.0,0,0.0,0.4,0.4,0.1,2.0,0.0,22.0,36.0,61.1,4.0,28.0,4.0,5.0,3.0,/en/matches/54b33a13/Southampton-Leeds-United-August-13-2022-Premier-League,0.5,0.5,0.5444444444444445
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2022-08-20,Sat,Premier League,Matchweek 3,Away,W 2–1,Southampton,Leicester City,Y,RB,90,0,0,0,0,0,0,0,0,52.0,0.0,0,1.0,0.0,0.0,0.1,4.0,1.0,29.0,44.0,65.9,3.0,31.0,6.0,4.0,2.0,/en/matches/02efd4d1/Leicester-City-Southampton-August-20-2022-Premier-League,1.0,0.5,0.4404761904761904
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2022-08-27,Sat,Premier League,Matchweek 4,Home,L 0–1,Southampton,Manchester Utd,Y,RB,90,0,0,0,0,1,0,0,0,60.0,1.0,3,2.0,0.2,0.2,0.1,3.0,0.0,34.0,47.0,72.3,2.0,27.0,3.0,4.0,1.0,/en/matches/dff99b20/Southampton-Manchester-United-August-27-2022-Premier-League,0.0,0.5,0.34523809523809523
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2022-08-30,Tue,Premier League,Matchweek 5,Home,W 2–1,Southampton,Chelsea,Y,RB,90,0,0,0,0,1,0,0,0,52.0,2.0,1,2.0,0.0,0.0,0.0,1.0,0.0,29.0,41.0,70.7,2.0,25.0,3.0,2.0,2.0,/en/matches/afd303a8/Southampton-Chelsea-August-30-2022-Premier-League,1.0,0.5,0.5222222222222223
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2022-09-03,Sat,Premier League,Matchweek 6,Away,L 0–1,Southampton,Wolves,Y,RB,90,0,0,0,0,0,0,0,0,54.0,3.0,1,1.0,0.0,0.0,0.0,1.0,0.0,38.0,47.0,80.9,5.0,34.0,5.0,3.0,1.0,/en/matches/13f50518/Wolverhampton-Wanderers-Southampton-September-3-2022-Premier-League,0.0,0.6666666666666666,0.5833333333333334
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2022-09-16,Fri,Premier League,Matchweek 8,Away,L 0–1,Southampton,Aston Villa,Y,RB,90,0,0,0,0,0,0,0,0,55.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,40.0,72.5,2.0,30.0,4.0,6.0,1.0,/en/matches/1219daa1/Aston-Villa-Southampton-September-16-2022-Premier-League,0.0,0.3333333333333333,0.2666666666666665
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2022-10-01,Sat,Premier League,Matchweek 9,Home,L 1–2,Southampton,Everton,Y,RB,90,0,0,0,0,1,1,0,0,73.0,0.0,2,1.0,0.0,0.0,0.2,4.0,0.0,35.0,55.0,63.6,6.0,31.0,3.0,5.0,2.0,/en/matches/06d00bcb/Southampton-Everton-October-1-2022-Premier-League,0.0,0.3333333333333333,0.6111111111111112
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2022-10-08,Sat,Premier League,Matchweek 10,Away,L 0–4,Southampton,Manchester City,Y,RB,78,0,0,0,0,0,0,1,0,43.0,2.0,2,2.0,0.0,0.0,0.0,0.0,0.0,24.0,30.0,80.0,0.0,24.0,2.0,0.0,0.0,/en/matches/864294c0/Manchester-City-Southampton-October-8-2022-Premier-League,0.0,0.0,0.8437499999999999
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2022-10-16,Sun,Premier League,Matchweek 11,Home,D 1–1,Southampton,West Ham,Y,RB,90,0,0,0,0,0,0,1,0,55.0,3.0,0,4.0,0.0,0.0,0.0,2.0,1.0,29.0,43.0,67.4,3.0,20.0,1.0,0.0,0.0,/en/matches/2f5adfad/Southampton-West-Ham-United-October-16-2022-Premier-League,0.5,0.0,0.9166666666666669
