,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,2019-08-17,Sat,Premier League,Matchweek 2,Home,L 1–2,Southampton,Liverpool,Y,CB,90,0,0,0,0,2,1,0,0,40,1,0,1,0.4,0.4,0.0,0,0,21,31,67.7,6,18,0,0,0,/en/matches/b2a48847/Southampton-Liverpool-August-17-2019-Premier-League
1,2019-08-27,Tue,EFL Cup,Second round,Away,W 1–0,Southampton,Fulham,N,,31,0,0,0,0,1,1,0,0,,,1,,,,,,,,,,,,,,,/en/matches/354cc28f/Fulham-Southampton-August-27-2019-EFL-Cup
2,2019-08-31,Sat,Premier League,Matchweek 4,Home,D 1–1,Southampton,Manchester Utd,N,LB,14,0,0,0,0,0,0,0,0,13,1,0,0,0.0,0.0,0.0,0,0,6,9,66.7,1,5,0,0,0,/en/matches/bfd4d929/Southampton-Manchester-United-August-31-2019-Premier-League
3,2019-09-05,Thu,Friendlies (M),Friendlies (M),Home,W 2–0,jp Japan,py Paraguay,Y*,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/2a329f6c/Japan-Paraguay-September-5-2019-Friendlies-M
4,2019-09-10,Tue,WCQ,Second round,Away,W 2–0,jp Japan,mm Myanmar,Y*,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/8c3a2e96/Myanmar-Japan-September-10-2019-WCQ----AFC-M
5,2019-09-14,Sat,Premier League,Matchweek 5,Away,W 1–0,Southampton,Sheffield Utd,Y,CB,90,0,0,0,0,0,0,0,0,63,1,1,2,0.0,0.0,0.0,0,0,47,55,85.5,0,34,0,0,0,/en/matches/e5f9905d/Sheffield-United-Southampton-September-14-2019-Premier-League
6,2019-09-24,Tue,EFL Cup,Third round,Away,W 4–0,Southampton,Portsmouth,Y,CB,90,0,0,0,0,0,0,0,0,,,5,,,,,,,,,,,,,,,/en/matches/5f8e6b6f/Portsmouth-Southampton-September-24-2019-EFL-Cup
7,2019-09-28,Sat,Premier League,Matchweek 7,Away,L 1–2,Southampton,Tottenham,Y,CB,90,0,0,0,0,2,1,1,0,71,3,1,0,0.3,0.3,0.0,1,0,51,57,89.5,3,36,1,0,0,/en/matches/23ec5db0/Tottenham-Hotspur-Southampton-September-28-2019-Premier-League
8,2019-10-06,Sun,Premier League,Matchweek 8,Home,L 1–4,Southampton,Chelsea,Y,CB,90,0,0,0,0,1,1,0,0,65,1,0,1,0.0,0.0,0.0,0,0,40,55,72.7,1,28,0,0,0,/en/matches/078b24d4/Southampton-Chelsea-October-6-2019-Premier-League
9,2019-10-10,Thu,WCQ,Second round,Home,W 6–0,jp Japan,mn Mongolia,Y*,CB,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/13a54b3a/Japan-Mongolia-October-10-2019-WCQ----AFC-M
10,2019-10-15,Tue,WCQ,Second round,Away,W 3–0,jp Japan,tj Tajikistan,Y*,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/cfe8cdf6/Tajikistan-Japan-October-15-2019-WCQ----AFC-M
11,2019-10-19,Sat,Premier League,Matchweek 9,Away,D 1–1,Southampton,Wolves,Y,CB,90,0,0,0,0,0,0,0,0,45,0,1,1,0.0,0.0,0.0,1,0,29,34,85.3,0,19,0,0,0,/en/matches/644a3723/Wolverhampton-Wanderers-Southampton-October-19-2019-Premier-League
