,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form
0,0,2021-09-18,Sat,Premier League,Matchweek 5,Away,W 2–0,Brentford,Wolves,N,CB,9,0,0,0,0,0,0,0,0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,/en/matches/fd1d60f4/Wolverhampton-Wanderers-Brentford-September-18-2021-Premier-League,1.0,0.5
1,1,2021-09-21,Tue,EFL Cup,Third round,Home,W 7–0,Brentford,Oldham Athletic,Y,CB,90,0,0,0,0,0,0,0,0,,,2,,,,,,,,,,,,,,,/en/matches/85244b49/Brentford-Oldham-Athletic-September-21-2021-EFL-Cup,1.0,0.5
2,2,2021-09-25,Sat,Premier League,Matchweek 6,Home,D 3–3,Brentford,Liverpool,N,CB,48,0,0,0,0,0,0,0,0,26.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,12.0,20.0,60.0,0.0,6.0,0.0,0.0,0.0,/en/matches/87140543/Brentford-Liverpool-September-25-2021-Premier-League,0.5,0.5
3,3,2021-10-03,Sun,Premier League,Matchweek 7,Away,W 2–1,Brentford,West Ham,Y,CB,90,0,0,0,0,0,0,1,0,44.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,19.0,35.0,54.3,2.0,16.0,0.0,1.0,0.0,/en/matches/f1eead63/West-Ham-United-Brentford-October-3-2021-Premier-League,1.0,0.8333333333333334
4,4,2021-10-16,Sat,Premier League,Matchweek 8,Home,L 0–1,Brentford,Chelsea,Y,CB,90,0,0,0,0,0,0,0,0,81.0,2.0,3,0.0,0.0,0.0,0.2,4.0,0.0,62.0,74.0,83.8,4.0,32.0,1.0,0.0,0.0,/en/matches/866cfb1f/Brentford-Chelsea-October-16-2021-Premier-League,0.0,0.8333333333333334
5,5,2021-10-24,Sun,Premier League,Matchweek 9,Home,L 1–2,Brentford,Leicester City,Y,CB,90,1,0,0,0,2,1,1,0,66.0,5.0,1,1.0,0.1,0.1,0.0,2.0,0.0,45.0,55.0,81.8,4.0,36.0,3.0,0.0,0.0,/en/matches/b5c25937/Brentford-Leicester-City-October-24-2021-Premier-League,0.0,0.5
6,6,2021-10-27,Wed,EFL Cup,Fourth round,Away,W 2–1,Brentford,Stoke City,Y,CB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/9a33ffe9/Stoke-City-Brentford-October-27-2021-EFL-Cup,1.0,0.3333333333333333
7,7,2021-10-30,Sat,Premier League,Matchweek 10,Away,L 1–3,Brentford,Burnley,Y,CB,90,0,0,0,0,0,0,0,0,97.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,65.0,90.0,72.2,4.0,36.0,0.0,0.0,0.0,/en/matches/c8915e9e/Burnley-Brentford-October-30-2021-Premier-League,0.0,0.3333333333333333
8,8,2021-11-06,Sat,Premier League,Matchweek 11,Home,L 1–2,Brentford,Norwich City,Y,CB,11,0,0,0,0,0,0,0,0,4.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,100.0,0.0,1.0,0.0,0.0,0.0,/en/matches/0f029791/Brentford-Norwich-City-November-6-2021-Premier-League,0.0,0.3333333333333333
9,9,2022-04-10,Sun,Premier League,Matchweek 32,Home,W 2–0,Brentford,West Ham,Y,CB,90,0,0,0,0,0,0,0,0,64.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,51.0,58.0,87.9,4.0,39.0,1.0,0.0,0.0,/en/matches/6bb36736/Brentford-West-Ham-United-April-10-2022-Premier-League,1.0,0.3333333333333333
