,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report
0,2022-08-14,Sun,Matchweek 4,Home,L 0–2,Nott'ham Forest,Tottenham,Y,CB,74,52,2,12,38,2,2,52,0,0,,0,,20,106,22,0,0,0,0,0,36,0,/en/matches/3c364307/Nottingham-Forest-Tottenham-Hotspur-August-28-2022-Premier-League
1,2022-08-14,Wed,Matchweek 5,Away,L 0–6,Nott'ham Forest,Manchester City,N,"On matchday squad, but did not play",/en/matches/9760b466/Manchester-City-Nottingham-Forest-August-31-2022-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
2,2022-08-14,Sat,Matchweek 6,Home,L 2–3,Nott'ham Forest,Bournemouth,Y,CB,90,59,6,27,30,2,0,59,0,0,,0,,37,108,67,1,0,0,0,1,43,0,/en/matches/05f32555/Nottingham-Forest-Bournemouth-September-3-2022-Premier-League
3,2022-08-14,Fri,Matchweek 8,Home,L 2–3,Nott'ham Forest,Fulham,Y,CB,62,28,5,16,12,0,0,28,0,0,,0,,12,75,45,0,0,0,0,0,14,0,/en/matches/d0d07e66/Nottingham-Forest-Fulham-September-16-2022-Premier-League
4,2022-08-14,Mon,Matchweek 9,Away,L 0–4,Nott'ham Forest,Leicester City,Y*,CB,90,87,12,60,26,2,1,87,0,0,,0,,47,219,70,0,0,0,1,1,60,0,/en/matches/a7976021/Leicester-City-Nottingham-Forest-October-3-2022-Premier-League
5,2022-08-14,Mon,Matchweek 10,Home,D 1–1,Nott'ham Forest,Aston Villa,Y,CB,90,49,12,31,17,1,1,49,0,0,,0,,19,62,17,0,0,0,0,0,23,0,/en/matches/fb99ddf9/Nottingham-Forest-Aston-Villa-October-10-2022-Premier-League
6,2022-08-14,Sat,Matchweek 11,Away,L 0–1,Nott'ham Forest,Wolves,Y,CB,90,43,4,23,18,2,2,43,0,0,,0,,27,102,42,0,0,0,0,0,28,0,/en/matches/c9f8e7e9/Wolverhampton-Wanderers-Nottingham-Forest-October-15-2022-Premier-League
7,2022-08-14,Tue,Matchweek 12,Away,D 0–0,Nott'ham Forest,Brighton,Y,CB,90,53,13,42,11,0,0,53,0,0,,0,,32,235,129,0,0,0,2,0,35,0,/en/matches/4f876daa/Brighton-and-Hove-Albion-Nottingham-Forest-October-18-2022-Premier-League
8,2022-08-14,Sat,Matchweek 13,Home,W 1–0,Nott'ham Forest,Liverpool,Y,CB,90,20,9,15,4,1,0,20,0,0,,0,,4,12,3,0,0,0,0,0,6,0,/en/matches/f92b67c2/Nottingham-Forest-Liverpool-October-22-2022-Premier-League
9,2022-08-14,Sun,Matchweek 14,Away,L 0–5,Nott'ham Forest,Arsenal,Y,CB,90,33,7,19,10,4,2,33,1,1,100.0,0,0.0,15,74,44,0,1,0,0,0,18,0,/en/matches/1b496cc1/Arsenal-Nottingham-Forest-October-30-2022-Premier-League
10,2022-08-14,Sat,Matchweek 15,Home,D 2–2,Nott'ham Forest,Brentford,Y,CB,89,52,9,25,23,4,1,52,0,0,,0,,28,141,70,0,2,0,0,0,34,0,/en/matches/12251835/Nottingham-Forest-Brentford-November-5-2022-Premier-League
11,2022-08-14,Sat,Matchweek 16,Home,W 1–0,Nott'ham Forest,Crystal Palace,N,"On matchday squad, but did not play",/en/matches/ee827a60/Nottingham-Forest-Crystal-Palace-November-12-2022-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
12,2022-08-14,Tue,Matchweek 17,Away,L 0–3,Nott'ham Forest,Manchester Utd,N,"On matchday squad, but did not play",/en/matches/b860f634/Manchester-United-Nottingham-Forest-December-27-2022-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
13,2022-08-14,Sun,Matchweek 18,Home,D 1–1,Nott'ham Forest,Chelsea,N,"On matchday squad, but did not play",/en/matches/c31cf944/Nottingham-Forest-Chelsea-January-1-2023-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
14,2022-08-14,Wed,Matchweek 19,Away,W 1–0,Nott'ham Forest,Southampton,N,"On matchday squad, but did not play",/en/matches/cc17c735/Southampton-Nottingham-Forest-January-4-2023-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
15,2022-08-14,Sat,Matchweek 20,Home,W 2–0,Nott'ham Forest,Leicester City,N,"On matchday squad, but did not play",/en/matches/95d3b457/Nottingham-Forest-Leicester-City-January-14-2023-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
16,2022-08-14,Sat,Matchweek 21,Away,D 1–1,Nott'ham Forest,Bournemouth,N,"On matchday squad, but did not play",/en/matches/38c715b4/Bournemouth-Nottingham-Forest-January-21-2023-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
