,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form
0,0,2020-09-05,Sat,UEFA Nations League,League A,Home,W 4–1,pt Portugal,hr Croatia,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/092c332d/Portugal-Croatia-September-5-2020-UEFA-Nations-League,1.0,0.5
1,1,2020-09-08,Tue,UEFA Nations League,League A,Away,W 2–0,pt Portugal,se Sweden,Y,CB,90,0,0,0,0,1.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/b5ed15d6/Sweden-Portugal-September-8-2020-UEFA-Nations-League,1.0,0.5
2,2,2020-09-15,Tue,Champions Lg,Third qualifying round,Away,L 1–2,pt Benfica,gr PAOK,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/0994a3fd/PAOK-Benfica-September-15-2020-Champions-League,0.0,0.5
3,3,2020-09-18,Fri,Primeira Liga,Matchweek 1,Away,W 5–1,Benfica,Famalicão,Y,CB,90,0,0,0,0,1.0,1.0,1,0,69.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,63.0,92.1,8.0,43.0,1.0,0.0,0.0,/en/matches/0bb33fbd/Famalicao-Benfica-September-18-2020-Primeira-Liga,1.0,0.6666666666666666
4,4,2020-09-26,Sat,Primeira Liga,Matchweek 2,Home,W 2–0,Benfica,Moreirense,Y*,CB,90,1,0,0,0,1.0,1.0,0,0,77.0,0.0,0.0,1.0,0.1,0.1,0.0,2.0,0.0,67.0,73.0,91.8,15.0,53.0,1.0,0.0,0.0,/en/matches/6c58c6e3/Benfica-Moreirense-September-26-2020-Primeira-Liga,1.0,0.6666666666666666
5,5,2020-10-03,Sat,Premier League,Matchweek 4,Away,D 1–1,Manchester City,Leeds United,Y,CB,90,0,0,0,0,1.0,0.0,0,0,44.0,0.0,1.0,2.0,0.1,0.1,0.0,0.0,0.0,28.0,34.0,82.4,3.0,28.0,0.0,0.0,0.0,/en/matches/5ce15b58/Leeds-United-Manchester-City-October-3-2020-Premier-League,0.5,0.6666666666666666
6,6,2020-10-07,Wed,Friendlies (M),Friendlies (M),Home,D 0–0,pt Portugal,es Spain,N,,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/9f6476d0/Portugal-Spain-October-7-2020-Friendlies-M,0.5,0.8333333333333334
7,7,2020-10-11,Sun,UEFA Nations League,League A,Away,D 0–0,pt Portugal,fr France,Y,CB,90,0,0,0,0,0.0,0.0,1,0,,,1.0,,,,,,,,,,,,,,,/en/matches/bc8bcb6b/France-Portugal-October-11-2020-UEFA-Nations-League,0.5,0.6666666666666666
8,8,2020-10-14,Wed,UEFA Nations League,League A,Home,W 3–0,pt Portugal,se Sweden,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,4.0,,,,,,,,,,,,,,,/en/matches/cd9a6901/Portugal-Sweden-October-14-2020-UEFA-Nations-League,1.0,0.5
9,9,2020-10-17,Sat,Premier League,Matchweek 5,Home,W 1–0,Manchester City,Arsenal,Y,CB,90,0,0,0,0,0.0,0.0,1,0,102.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,96.0,92.7,3.0,74.0,2.0,0.0,0.0,/en/matches/e95b8546/Manchester-City-Arsenal-October-17-2020-Premier-League,1.0,0.6666666666666666
10,10,2020-10-21,Wed,Champions Lg,Group stage,Home,W 3–1,eng Manchester City,pt Porto,Y,CB,90,0,0,0,0,0.0,0.0,0,0,116.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,103.0,110.0,93.6,7.0,96.0,0.0,0.0,0.0,/en/matches/27966ef3/Manchester-City-Porto-October-21-2020-Champions-League,1.0,0.8333333333333334
11,11,2020-10-24,Sat,Premier League,Matchweek 6,Away,D 1–1,Manchester City,West Ham,Y,CB,90,0,0,0,0,0.0,0.0,0,0,101.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,90.0,94.0,95.7,8.0,80.0,0.0,1.0,1.0,/en/matches/2b0c0eca/West-Ham-United-Manchester-City-October-24-2020-Premier-League,0.5,1.0
12,12,2020-10-27,Tue,Champions Lg,Group stage,Away,W 3–0,eng Manchester City,fr Marseille,Y,CB,90,0,0,0,0,1.0,0.0,0,0,106.0,0.0,2.0,0.0,0.1,0.1,0.0,1.0,0.0,98.0,99.0,99.0,7.0,80.0,0.0,0.0,0.0,/en/matches/08a2f03b/Marseille-Manchester-City-October-27-2020-Champions-League,1.0,0.8333333333333334
