,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,2022-02-26,Sat,Matchweek 29,Home,W 2–0,Brentford,Burnley,Y,CM,90,0,1,0,0,2,1,0,0,69,0,0,0,0.1,0.1,0.5,4,2,45,62,72.6,5,48,5,1,1,/en/matches/9718a901/Brentford-Burnley-March-12-2022-Premier-League
1,2022-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2022-02-26,Sat,Matchweek 31,Away,W 4–1,Brentford,Chelsea,Y,CM,90,1,0,0,0,2,1,0,0,57,3,1,0,0.5,0.5,0.2,7,1,32,41,78.0,6,28,0,0,0,/en/matches/c0037074/Chelsea-Brentford-April-2-2022-Premier-League
3,2022-02-26,Sun,Matchweek 32,Home,W 2–0,Brentford,West Ham,Y,LM,90,0,0,0,0,2,2,0,0,85,3,2,2,0.1,0.1,0.1,3,0,60,74,81.1,8,52,0,3,1,/en/matches/6bb36736/Brentford-West-Ham-United-April-10-2022-Premier-League
4,2022-02-26,Sat,Matchweek 33,Away,W 2–1,Brentford,Watford,Y,LM,90,0,1,0,0,3,1,0,0,70,2,1,2,0.1,0.1,1.0,7,1,45,60,75.0,8,30,2,3,1,/en/matches/3b17352d/Watford-Brentford-April-16-2022-Premier-League
5,2022-02-26,Sat,Matchweek 34,Home,D 0–0,Brentford,Tottenham,Y,CM,90,0,0,0,0,3,1,0,0,70,1,1,1,0.1,0.1,0.2,7,0,42,62,67.7,8,38,3,2,1,/en/matches/9c939b7f/Brentford-Tottenham-Hotspur-April-23-2022-Premier-League
6,2022-02-26,Mon,Matchweek 35,Away,L 0–3,Brentford,Manchester Utd,Y,CM,90,0,0,0,0,3,2,0,0,76,2,0,1,0.1,0.1,0.2,4,0,47,66,71.2,11,41,2,1,1,/en/matches/c9b4c96a/Manchester-United-Brentford-May-2-2022-Premier-League
7,2022-02-26,Sat,Matchweek 36,Home,W 3–0,Brentford,Southampton,Y,LM,90,0,1,0,0,2,0,0,0,64,0,1,0,0.1,0.1,0.4,7,0,42,55,76.4,7,31,1,0,0,/en/matches/74a74729/Brentford-Southampton-May-7-2022-Premier-League
8,2022-02-26,Sun,Matchweek 37,Away,W 3–2,Brentford,Everton,Y,"CM,LM",90,0,1,0,0,3,0,0,0,90,0,0,0,0.2,0.2,0.7,7,1,68,84,81.0,19,62,4,0,0,/en/matches/1b07c16e/Everton-Brentford-May-15-2022-Premier-League
9,2022-02-26,Sun,Matchweek 38,Home,L 1–2,Brentford,Leeds United,Y,"LM,CM",90,0,0,0,0,1,0,0,0,60,0,1,0,0.0,0.0,0.2,6,0,40,53,75.5,4,38,3,3,2,/en/matches/076ca089/Brentford-Leeds-United-May-22-2022-Premier-League
