,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
0,2020-10-17,Sun,Matchweek 7,Away,L 1–2,Everton,Newcastle Utd,Y,GK,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/448a43ee/Newcastle-United-Everton-November-1-2020-Premier-League
1,2020-10-17,Sat,Matchweek 8,Home,L 1–3,Everton,Manchester Utd,N,"On matchday squad, but did not play",/en/matches/ab9f408d/Everton-Manchester-United-November-7-2020-Premier-League,,,,,,,,,,,,,,,
2,2020-10-17,Sun,Matchweek 9,Away,W 3–2,Everton,Fulham,N,"On matchday squad, but did not play",/en/matches/13524225/Fulham-Everton-November-22-2020-Premier-League,,,,,,,,,,,,,,,
3,2020-10-17,,,,,,,,,,,,,,,,,,,,,,,,
4,2020-10-17,Sat,Matchweek 12,Home,W 1–0,Everton,Chelsea,N,"On matchday squad, but did not play",/en/matches/4847e3c3/Everton-Chelsea-December-12-2020-Premier-League,,,,,,,,,,,,,,,
5,2020-10-17,Wed,Matchweek 13,Away,W 2–0,Everton,Leicester City,Y,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/b30c816c/Leicester-City-Everton-December-16-2020-Premier-League
6,2020-10-17,Sat,Matchweek 14,Home,W 2–1,Everton,Arsenal,N,"On matchday squad, but did not play",/en/matches/72fa1993/Everton-Arsenal-December-19-2020-Premier-League,,,,,,,,,,,,,,,
7,2020-10-17,Sat,Matchweek 15,Away,W 1–0,Everton,Sheffield Utd,N,"On matchday squad, but did not play",/en/matches/870d9436/Sheffield-United-Everton-December-26-2020-Premier-League,,,,,,,,,,,,,,,
8,2020-10-17,Fri,Matchweek 17,Home,L 0–1,Everton,West Ham,N,"On matchday squad, but did not play",/en/matches/0cd189c5/Everton-West-Ham-United-January-1-2021-Premier-League,,,,,,,,,,,,,,,
9,2020-10-17,Tue,Matchweek 18,Away,W 2–1,Everton,Wolves,N,"On matchday squad, but did not play",/en/matches/8cbb9119/Wolverhampton-Wanderers-Everton-January-12-2021-Premier-League,,,,,,,,,,,,,,,
10,2020-10-17,Wed,Matchweek 20,Home,D 1–1,Everton,Leicester City,N,"On matchday squad, but did not play",/en/matches/3e4ff1e0/Everton-Leicester-City-January-27-2021-Premier-League,,,,,,,,,,,,,,,
11,2020-10-17,Sat,Matchweek 21,Home,L 0–2,Everton,Newcastle Utd,N,"On matchday squad, but did not play",/en/matches/88053fb0/Everton-Newcastle-United-January-30-2021-Premier-League,,,,,,,,,,,,,,,
12,2020-10-17,Wed,Matchweek 22,Away,W 2–1,Everton,Leeds United,Y,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/d9b96ee1/Leeds-United-Everton-February-3-2021-Premier-League
13,2020-10-17,Sat,Matchweek 23,Away,D 3–3,Everton,Manchester Utd,Y,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/6504b158/Manchester-United-Everton-February-6-2021-Premier-League
14,2020-10-17,Sun,Matchweek 24,Home,L 0–2,Everton,Fulham,Y,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/46f84386/Everton-Fulham-February-14-2021-Premier-League
15,2020-10-17,Wed,Matchweek 16,Home,L 1–3,Everton,Manchester City,N,"On matchday squad, but did not play",/en/matches/78270b8a/Everton-Manchester-City-February-17-2021-Premier-League,,,,,,,,,,,,,,,
16,2020-10-17,Sat,Matchweek 25,Away,W 2–0,Everton,Liverpool,N,"On matchday squad, but did not play",/en/matches/e4ac45fb/Merseyside-Derby-Liverpool-Everton-February-20-2021-Premier-League,,,,,,,,,,,,,,,
17,2020-10-17,,,,,,,,,,,,,,,,,,,,,,,,
18,2020-10-17,Mon,Matchweek 30,Home,D 1–1,Everton,Crystal Palace,Y,GK,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/66f16cd5/Everton-Crystal-Palace-April-5-2021-Premier-League
19,2020-10-17,Mon,Matchweek 31,Away,D 0–0,Everton,Brighton,Y,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/ac6ac8f8/Brighton-and-Hove-Albion-Everton-April-12-2021-Premier-League
20,2020-10-17,Fri,Matchweek 32,Home,D 2–2,Everton,Tottenham,N,"On matchday squad, but did not play",/en/matches/ebeb462d/Everton-Tottenham-Hotspur-April-16-2021-Premier-League,,,,,,,,,,,,,,,
21,2020-10-17,Fri,Matchweek 33,Away,W 1–0,Everton,Arsenal,N,"On matchday squad, but did not play",/en/matches/30f36320/Arsenal-Everton-April-23-2021-Premier-League,,,,,,,,,,,,,,,
22,2020-10-17,Sat,Matchweek 34,Home,L 1–2,Everton,Aston Villa,N,"On matchday squad, but did not play",/en/matches/2452619d/Everton-Aston-Villa-May-1-2021-Premier-League,,,,,,,,,,,,,,,
